daily_travel_time,vehicle_ownership,location_type,nearby_industries,green_space_access,home_air_quality,work_location_type,smoker_in_household,noise_pollution_level,use_of_air_purifiers,awareness_level,years_in_location,pollution_exposure_score,risk_category
47.6,Two-wheeler,Urban,1.0,Moderate,66.2,Remote,False,59.4,False,Low,30.0,36.0,Medium
73.8,None,Rural,0.0,High,64.5,Office,False,62.3,False,Medium,,24.13,Low
16.3,Two-wheeler,Rural,2.0,Low,80.2,Office,False,24.2,True,,31.0,30.61,Medium
68.3,,Semi-Urban,1.0,Moderate,68.8,Fieldwork,True,35.0,True,Low,14.0,39.49,Medium
45.2,Two-wheeler,Urban,0.0,Moderate,33.6,Fieldwork,False,54.0,False,High,32.0,43.04,Medium
25.4,Car,Semi-Urban,2.0,Low,50.0,Office,False,28.3,True,High,31.0,41.11,Medium
54.2,Car,Semi-Urban,2.0,High,49.7,Office,False,37.5,False,Low,1.0,49.79,Medium
49.0,Public Only,Urban,4.0,,49.0,Factory,False,65.1,False,Medium,37.0,77.47,High
33.0,None,Urban,1.0,Moderate,74.5,Fieldwork,False,37.9,False,Low,21.0,38.91,Medium
46.4,Two-wheeler,Urban,,Low,26.9,Factory,True,57.5,False,Low,7.0,67.23,Medium
37.3,Car,Semi-Urban,,Moderate,81.4,Fieldwork,False,33.5,False,High,16.0,34.34,Medium
47.3,Two-wheeler,Urban,2.0,Moderate,75.0,Office,False,62.0,False,High,18.0,38.25,Medium
58.2,Car,Urban,2.0,Moderate,62.8,Fieldwork,False,27.6,False,,21.0,52.28,Medium
76.7,Two-wheeler,Semi-Urban,2.0,Moderate,65.2,Office,False,61.9,False,Low,8.0,41.71,Medium
20.2,None,Semi-Urban,3.0,Moderate,61.1,Office,False,93.3,False,High,37.0,36.82,Medium
87.7,Public Only,Urban,2.0,Moderate,62.4,,False,39.3,False,High,21.0,41.52,Medium
6.0,,Urban,1.0,Low,76.9,Office,True,36.8,True,,,29.49,Low
42.0,Two-wheeler,Rural,0.0,Moderate,56.6,Factory,False,72.8,True,Medium,7.0,22.03,Low
,Car,Semi-Urban,2.0,High,69.0,Factory,False,51.3,False,,36.0,52.02,Medium
50.6,Car,Urban,2.0,Moderate,46.9,Office,False,26.6,False,Medium,,55.19,Medium
32.5,Public Only,Rural,1.0,Moderate,68.0,Factory,True,56.8,False,,6.0,29.06,Low
40.8,None,Urban,0.0,Low,55.9,Factory,False,54.3,False,High,29.0,43.5,Medium
,None,Rural,4.0,Moderate,66.4,Fieldwork,False,37.3,True,High,36.0,37.52,Medium
33.2,None,Urban,1.0,High,47.0,Remote,False,36.6,True,Medium,1.0,28.29,Low
62.0,Car,Urban,1.0,High,66.7,Office,True,67.4,True,Medium,15.0,44.77,Medium
52.1,Public Only,Urban,2.0,Low,59.3,Office,False,30.2,False,High,13.0,42.67,Medium
31.1,Car,Urban,2.0,,83.5,Fieldwork,False,22.6,True,Medium,,40.89,Medium
63.0,None,Semi-Urban,0.0,Moderate,63.9,Factory,False,34.5,False,High,36.0,35.36,Medium
51.1,Two-wheeler,Semi-Urban,1.0,Moderate,67.4,Fieldwork,False,67.3,False,High,12.0,36.1,Medium
61.3,Car,Rural,0.0,,53.4,Factory,False,44.8,False,High,9.0,34.69,Medium
57.6,Public Only,Urban,2.0,Moderate,64.7,Fieldwork,False,38.7,False,Low,7.0,45.24,Medium
28.4,None,Urban,3.0,High,67.1,Factory,False,48.6,True,High,13.0,38.45,Medium
,,Urban,3.0,High,54.7,Factory,False,59.7,False,High,17.0,44.56,Medium
59.9,Car,Urban,2.0,High,53.5,Fieldwork,False,80.7,False,,5.0,54.18,Medium
57.2,Two-wheeler,Semi-Urban,2.0,Moderate,47.9,Office,False,57.0,False,Low,6.0,42.33,Medium
44.6,,Urban,2.0,Low,58.9,Fieldwork,False,89.2,False,High,40.0,57.67,Medium
47.3,Public Only,Semi-Urban,4.0,Moderate,50.2,Factory,True,64.6,False,High,27.0,57.63,Medium
70.6,Car,Semi-Urban,1.0,Moderate,64.4,Factory,False,44.0,True,Medium,38.0,45.94,Medium
33.2,,Urban,2.0,High,48.1,Office,True,67.8,True,Medium,8.0,42.85,Medium
55.9,None,Semi-Urban,1.0,High,58.2,Factory,False,62.7,False,Low,1.0,41.21,Medium
41.0,Two-wheeler,Urban,0.0,Moderate,45.8,Fieldwork,False,73.2,False,,35.0,47.26,Medium
,Public Only,Urban,,Moderate,77.2,Remote,False,64.7,True,Low,1.0,34.05,Medium
67.0,Public Only,Semi-Urban,4.0,Moderate,60.4,Office,False,52.3,False,High,14.0,41.04,Medium
,None,Urban,0.0,Moderate,60.2,Fieldwork,True,40.4,False,Medium,21.0,39.54,Medium
61.3,,Urban,3.0,Low,68.9,Factory,True,52.7,False,High,18.0,71.83,High
71.1,,Semi-Urban,2.0,High,86.6,Factory,False,20.4,False,Medium,27.0,44.08,Medium
45.4,,Urban,3.0,Moderate,61.2,Office,False,46.7,False,High,12.0,36.85,Medium
58.6,,Semi-Urban,3.0,High,37.6,Fieldwork,False,26.4,False,High,35.0,54.84,Medium
38.8,Two-wheeler,Urban,3.0,Low,77.7,Factory,False,59.2,False,Low,38.0,62.51,Medium
51.5,,Urban,3.0,Low,39.6,Fieldwork,True,66.7,True,High,36.0,71.51,High
42.4,Public Only,Rural,,Moderate,52.6,Fieldwork,False,56.3,False,Low,8.0,33.83,Medium
46.9,Two-wheeler,Semi-Urban,0.0,High,77.9,Remote,False,46.7,False,Low,39.0,28.6,Low
56.9,Public Only,Urban,,Moderate,55.0,Fieldwork,False,44.3,False,Medium,7.0,49.56,Medium
28.6,Car,Urban,0.0,High,51.4,Remote,False,74.0,False,Medium,3.0,32.27,Medium
86.8,Two-wheeler,Rural,,,64.2,Office,False,69.7,False,High,,39.06,Medium
24.9,Car,Urban,2.0,High,60.1,Remote,False,28.8,True,Medium,30.0,36.4,Medium
20.7,Public Only,Semi-Urban,2.0,Low,49.6,Fieldwork,False,55.1,False,Medium,40.0,53.43,Medium
68.2,None,Semi-Urban,2.0,Moderate,73.2,Office,False,56.5,False,High,40.0,36.99,Medium
60.8,Car,Semi-Urban,1.0,Low,78.4,Remote,False,45.9,False,Low,28.0,51.32,Medium
57.5,Two-wheeler,Semi-Urban,3.0,Low,80.8,Office,False,22.7,False,High,4.0,42.02,Medium
57.6,None,Semi-Urban,3.0,Moderate,68.3,Factory,True,8.9,True,Low,3.0,46.3,Medium
44.8,,Semi-Urban,3.0,Moderate,49.5,Fieldwork,False,53.4,False,Medium,,58.41,Medium
27.1,Public Only,Rural,2.0,Moderate,41.2,Factory,False,16.1,False,High,19.0,39.28,Medium
46.5,,Semi-Urban,0.0,Moderate,25.2,Office,False,39.5,False,Medium,21.0,29.76,Low
31.5,Public Only,Urban,0.0,Moderate,75.5,Remote,False,63.7,True,High,5.0,19.8,Low
64.5,Car,Urban,4.0,High,62.9,Office,False,58.3,True,Medium,31.0,52.51,Medium
42.1,Public Only,Semi-Urban,4.0,High,53.7,Factory,False,38.1,True,Low,25.0,47.45,Medium
28.5,Car,Rural,,High,31.0,Fieldwork,False,67.9,False,High,29.0,61.74,Medium
38.6,Two-wheeler,Urban,4.0,Moderate,42.3,Office,False,60.5,False,Low,17.0,58.74,Medium
53.3,Two-wheeler,Urban,3.0,Moderate,33.5,Factory,False,40.2,False,High,21.0,57.61,Medium
33.7,Car,Rural,2.0,Moderate,81.6,Office,False,80.4,False,Medium,2.0,33.0,Medium
28.6,Car,Semi-Urban,3.0,,69.5,,True,59.7,True,High,12.0,47.18,Medium
49.9,None,Urban,2.0,Moderate,40.4,Fieldwork,False,34.4,False,Medium,,47.6,Medium
49.9,Public Only,Semi-Urban,1.0,,84.5,Remote,False,8.9,False,High,36.0,28.59,Low
34.9,Two-wheeler,Rural,2.0,Moderate,49.2,Factory,False,54.5,False,High,29.0,42.44,Medium
35.6,Two-wheeler,Rural,3.0,Moderate,65.2,Office,False,39.9,False,Low,27.0,33.33,Medium
49.6,,Semi-Urban,2.0,Low,65.3,,False,50.4,True,High,15.0,40.8,Medium
16.0,Car,Urban,,Moderate,58.6,Office,True,45.3,False,Medium,12.0,40.52,Medium
16.9,Car,Rural,1.0,Moderate,55.5,Remote,False,6.0,False,High,34.0,26.8,Low
30.6,None,Semi-Urban,3.0,Moderate,60.5,Fieldwork,False,44.2,True,Medium,4.0,31.03,Medium
40.7,Public Only,Rural,1.0,Moderate,55.8,Fieldwork,False,27.9,False,Medium,16.0,26.07,Low
51.2,Car,Urban,0.0,Low,63.7,Office,False,39.8,False,High,37.0,46.77,Medium
74.5,Car,Urban,2.0,High,64.3,Fieldwork,True,38.4,False,Medium,37.0,62.46,Medium
62.2,Public Only,Urban,4.0,Low,52.1,Office,False,51.3,False,Medium,10.0,52.8,Medium
41.8,Public Only,Urban,0.0,Moderate,76.5,Fieldwork,True,56.0,True,Medium,18.0,31.06,Medium
44.6,,Semi-Urban,1.0,High,47.4,Office,True,59.2,True,High,17.0,33.16,Medium
24.9,None,Rural,1.0,Low,65.9,Fieldwork,False,2.0,True,Low,7.0,30.55,Medium
44.6,None,Semi-Urban,2.0,Moderate,54.9,Remote,False,78.4,True,Low,3.0,30.67,Medium
39.2,Car,Rural,3.0,Moderate,47.0,Remote,False,17.4,False,High,37.0,49.08,Medium
51.5,None,Urban,2.0,Low,55.8,Remote,True,49.7,True,High,34.0,46.28,Medium
28.5,Car,Semi-Urban,2.0,,50.1,Office,False,33.4,True,High,21.0,31.0,Medium
55.4,Two-wheeler,Rural,,,69.9,Office,False,55.9,True,Low,7.0,15.53,Low
75.7,,Semi-Urban,0.0,Low,58.6,Office,False,13.4,False,Medium,23.0,35.3,Medium
42.8,Public Only,Semi-Urban,1.0,Moderate,80.5,Remote,True,81.0,True,Low,4.0,30.53,Medium
53.0,Two-wheeler,Semi-Urban,3.0,Low,45.7,Fieldwork,False,42.8,True,Medium,23.0,56.15,Medium
58.8,None,Semi-Urban,1.0,High,27.0,Office,False,60.0,False,,30.0,46.87,Medium
37.0,Car,Urban,2.0,Moderate,65.9,Office,False,34.0,True,Low,11.0,39.62,Medium
49.5,Car,Rural,1.0,Low,85.8,Office,False,83.2,False,Low,25.0,48.77,Medium
45.3,Car,Rural,1.0,High,67.3,Fieldwork,True,22.6,False,High,11.0,39.31,Medium
47.0,Public Only,Urban,2.0,Moderate,45.9,Office,False,0.0,True,,10.0,41.21,Medium
29.5,None,Semi-Urban,2.0,,44.7,Factory,True,77.3,False,Low,4.0,63.71,Medium
45.5,Car,Semi-Urban,2.0,Low,90.4,Fieldwork,False,26.5,False,,6.0,56.23,Medium
55.0,Car,Semi-Urban,0.0,Moderate,54.3,Remote,False,48.6,False,Medium,32.0,33.22,Medium
74.0,Car,Semi-Urban,2.0,Low,44.8,Fieldwork,False,81.2,False,Low,4.0,74.28,High
64.2,Two-wheeler,Rural,0.0,Low,77.9,Office,False,41.9,True,Medium,9.0,21.89,Low
88.1,Car,Urban,3.0,Moderate,57.8,Office,False,55.2,False,High,10.0,52.96,Medium
29.7,Two-wheeler,Urban,1.0,High,29.6,Remote,False,66.3,False,Medium,,41.34,Medium
62.4,Car,Rural,1.0,Moderate,91.2,Office,False,50.6,False,High,13.0,31.17,Medium
48.7,Car,Semi-Urban,3.0,Moderate,68.8,Office,True,76.0,False,Medium,32.0,54.31,Medium
88.8,Car,Rural,,High,37.3,Office,True,64.1,False,Low,38.0,71.39,High
28.8,Two-wheeler,Urban,1.0,Low,80.9,Factory,False,32.1,True,Medium,17.0,39.24,Medium
28.2,,Urban,1.0,Low,44.3,Factory,False,64.6,True,,18.0,61.51,Medium
,None,Rural,1.0,High,43.4,,True,49.3,False,Medium,7.0,29.32,Low
2.5,Car,Urban,1.0,Moderate,46.6,Remote,False,49.4,False,High,14.0,38.47,Medium
34.5,Two-wheeler,Rural,2.0,Low,89.1,Fieldwork,False,56.6,False,Low,32.0,45.57,Medium
29.8,Two-wheeler,Rural,3.0,Moderate,90.7,Office,False,68.4,True,High,10.0,24.84,Low
48.0,None,Semi-Urban,3.0,High,51.8,Fieldwork,False,30.7,False,Medium,27.0,42.65,Medium
51.8,Public Only,Urban,1.0,Low,85.6,Office,False,76.1,False,High,6.0,41.37,Medium
82.5,None,Semi-Urban,4.0,Moderate,25.7,Fieldwork,True,74.9,False,High,1.0,66.37,Medium
64.0,,Rural,3.0,Low,73.7,Office,False,37.4,False,High,33.0,43.89,Medium
33.5,Two-wheeler,Urban,2.0,Moderate,80.5,Fieldwork,True,85.2,False,Medium,10.0,45.92,Medium
27.0,Car,Urban,2.0,Moderate,82.6,Office,True,46.5,True,High,18.0,39.1,Medium
54.8,Car,Urban,4.0,Low,61.2,Factory,False,61.3,False,High,16.0,74.78,High
18.6,Public Only,Urban,4.0,Moderate,68.5,Office,False,40.8,False,High,40.0,41.51,Medium
81.6,Public Only,Rural,0.0,Moderate,49.2,Remote,False,66.4,True,,11.0,29.78,Low
68.6,Public Only,Rural,4.0,Low,60.4,Remote,False,41.1,True,Medium,19.0,42.22,Medium
35.6,Public Only,Rural,2.0,Moderate,57.5,Fieldwork,False,53.2,False,Low,28.0,36.18,Medium
10.7,None,Semi-Urban,2.0,Moderate,56.7,Fieldwork,False,0.0,False,,1.0,26.96,Low
,None,Semi-Urban,2.0,Moderate,77.0,Factory,False,40.6,False,Low,38.0,50.65,Medium
42.7,,Urban,1.0,High,63.2,Fieldwork,False,38.7,False,Medium,24.0,45.61,Medium
,None,Semi-Urban,2.0,Moderate,85.4,Remote,False,12.2,False,Medium,31.0,35.67,Medium
13.1,Car,Semi-Urban,1.0,Low,63.7,Fieldwork,True,65.4,False,Medium,,54.92,Medium
33.0,Car,Rural,1.0,Moderate,92.9,Remote,False,42.3,False,Low,11.0,30.03,Medium
,,Rural,2.0,Moderate,78.4,Remote,False,13.6,False,High,13.0,32.53,Medium
45.9,Car,Rural,,High,58.7,Factory,True,62.0,False,,38.0,46.01,Medium
36.0,Two-wheeler,Rural,2.0,Low,62.6,Factory,False,71.8,True,,4.0,38.2,Medium
57.5,Car,Rural,4.0,Moderate,47.4,Office,True,47.3,False,Low,25.0,63.51,Medium
,None,Urban,2.0,Moderate,62.4,Remote,False,19.8,False,,40.0,33.52,Medium
42.2,,Rural,1.0,High,45.3,Fieldwork,True,12.3,False,Medium,17.0,39.83,Medium
47.4,None,Semi-Urban,1.0,Moderate,80.0,Remote,False,25.5,False,High,6.0,22.82,Low
55.3,None,Urban,3.0,Moderate,54.8,Remote,True,33.4,True,High,24.0,40.74,Medium
59.2,Two-wheeler,Urban,1.0,Low,65.3,Office,False,84.2,False,High,36.0,48.02,Medium
,Public Only,Semi-Urban,0.0,Moderate,25.8,Factory,True,45.9,False,Medium,27.0,39.89,Medium
14.3,Public Only,Urban,1.0,Low,56.0,Office,False,24.5,True,High,9.0,26.35,Low
70.6,Car,Urban,4.0,High,54.4,Office,True,37.7,True,High,15.0,55.18,Medium
,Car,Semi-Urban,4.0,Low,73.8,Remote,False,71.4,True,Medium,18.0,56.8,Medium
30.0,None,Rural,4.0,Moderate,67.8,Office,False,61.1,True,High,25.0,31.99,Medium
76.0,None,Rural,3.0,Low,75.3,Remote,True,50.9,False,Medium,14.0,47.09,Medium
47.3,Public Only,Urban,2.0,High,66.6,Factory,False,46.6,False,Medium,7.0,40.74,Medium
68.6,Public Only,Urban,3.0,Moderate,78.5,Office,False,50.1,False,Medium,29.0,43.99,Medium
46.4,None,Urban,,High,66.3,Remote,False,53.1,False,High,2.0,35.24,Medium
86.2,Car,Urban,2.0,Low,39.4,Fieldwork,True,46.1,False,Medium,39.0,82.66,High
80.1,Two-wheeler,Urban,1.0,Low,58.6,Office,False,52.0,False,Low,4.0,46.04,Medium
40.0,Two-wheeler,Rural,1.0,Moderate,59.4,Remote,False,44.0,False,Medium,8.0,17.42,Low
64.4,Public Only,Semi-Urban,2.0,Moderate,11.0,Fieldwork,False,32.9,False,Low,8.0,51.07,Medium
57.9,,Urban,5.0,Moderate,44.8,Office,False,44.7,False,,23.0,63.24,Medium
72.4,Public Only,Urban,1.0,Moderate,90.6,Remote,False,56.6,False,High,28.0,35.6,Medium
25.7,Two-wheeler,Semi-Urban,2.0,Low,55.9,Remote,False,35.4,False,Medium,34.0,37.26,Medium
58.7,Two-wheeler,Semi-Urban,1.0,Moderate,58.4,Remote,True,58.4,False,Low,4.0,33.35,Medium
66.2,None,Urban,1.0,Moderate,27.3,Remote,False,66.6,False,High,24.0,47.12,Medium
9.8,Car,Rural,3.0,Moderate,39.8,Factory,False,56.8,False,Medium,8.0,47.59,Medium
21.3,Public Only,Urban,4.0,Moderate,67.3,Fieldwork,False,38.8,False,Low,1.0,46.61,Medium
4.2,None,Urban,1.0,Low,53.0,,False,51.9,True,Medium,16.0,32.91,Medium
39.6,Two-wheeler,Urban,1.0,High,43.4,,False,53.1,False,Medium,31.0,48.08,Medium
59.4,None,Semi-Urban,1.0,,79.5,Factory,False,54.0,False,Medium,24.0,37.02,Medium
75.0,Two-wheeler,Urban,3.0,Moderate,49.5,Fieldwork,False,79.8,False,Medium,26.0,65.04,Medium
,Car,Urban,1.0,Moderate,40.5,,True,26.8,True,Medium,12.0,53.03,Medium
77.6,,Urban,0.0,Low,60.6,Fieldwork,False,54.1,True,Medium,18.0,41.86,Medium
17.4,None,Semi-Urban,2.0,Moderate,47.8,Factory,True,42.0,False,Low,15.0,50.18,Medium
10.9,Car,Urban,3.0,Moderate,47.8,Remote,False,25.1,False,High,36.0,52.76,Medium
43.9,Two-wheeler,Urban,0.0,Moderate,59.1,Factory,False,24.8,False,High,26.0,34.63,Medium
52.7,Public Only,Urban,4.0,High,50.3,Fieldwork,False,67.5,False,High,38.0,58.76,Medium
44.3,Two-wheeler,Urban,1.0,Low,35.0,Factory,True,21.9,False,High,10.0,58.52,Medium
3.7,Car,Semi-Urban,,Low,68.4,Fieldwork,False,56.0,True,Medium,24.0,43.11,Medium
43.2,None,Urban,0.0,Moderate,73.0,Office,True,52.6,True,Low,21.0,29.18,Low
18.9,Car,Urban,4.0,Moderate,56.2,Remote,False,32.8,True,High,,40.14,Medium
58.4,None,Semi-Urban,3.0,Low,69.3,Fieldwork,False,66.7,False,Medium,6.0,54.09,Medium
52.3,Two-wheeler,Urban,2.0,Moderate,54.5,Office,False,26.4,False,High,33.0,37.37,Medium
26.2,Two-wheeler,Urban,2.0,Low,31.4,Fieldwork,False,39.0,False,Medium,21.0,55.47,Medium
34.7,Car,Urban,0.0,Moderate,73.4,Factory,True,28.2,False,,21.0,45.44,Medium
23.8,Public Only,Rural,0.0,Moderate,58.5,Factory,False,65.3,False,Low,9.0,28.04,Low
43.7,Two-wheeler,Semi-Urban,4.0,High,62.3,Factory,True,73.7,False,Medium,30.0,57.52,Medium
,Public Only,Rural,1.0,Moderate,58.4,Fieldwork,True,55.0,True,High,,32.36,Medium
25.3,Public Only,Rural,4.0,High,57.3,Fieldwork,False,100.0,False,Medium,21.0,41.98,Medium
55.1,Car,Rural,2.0,Moderate,62.1,Factory,True,58.9,True,Low,10.0,47.1,Medium
34.4,,Semi-Urban,0.0,High,62.4,Remote,False,62.6,True,Medium,7.0,16.24,Low
29.1,,Semi-Urban,,High,79.0,Remote,True,70.1,True,Low,23.0,27.03,Low
42.9,Two-wheeler,Urban,2.0,Moderate,66.6,Factory,True,36.6,False,High,38.0,49.9,Medium
24.3,None,Urban,1.0,,77.6,Fieldwork,False,58.2,True,,25.0,29.19,Low
33.9,Public Only,Semi-Urban,2.0,Moderate,82.6,Remote,False,30.7,True,,15.0,22.02,Low
21.0,Car,Rural,1.0,Moderate,35.8,Factory,True,23.6,False,Medium,27.0,48.51,Medium
84.3,Car,Urban,3.0,Low,79.2,Factory,False,71.8,True,Low,3.0,73.26,High
45.7,,Semi-Urban,1.0,High,69.8,Office,False,33.0,False,Medium,39.0,28.38,Low
31.0,Two-wheeler,Urban,2.0,Moderate,67.3,Factory,False,53.7,False,High,18.0,39.8,Medium
49.3,None,Urban,2.0,Low,74.8,Fieldwork,False,82.6,False,High,9.0,53.0,Medium
42.8,None,Urban,2.0,Moderate,56.0,Office,False,13.8,False,Low,5.0,35.14,Medium
40.6,Car,Semi-Urban,1.0,High,69.0,Office,False,63.0,True,Low,25.0,38.3,Medium
57.3,Car,Urban,1.0,High,44.1,Remote,False,49.6,False,Low,15.0,52.82,Medium
,,Semi-Urban,3.0,Moderate,38.8,Office,False,48.6,False,Medium,15.0,44.45,Medium
34.4,Car,Rural,,Low,68.0,Fieldwork,True,51.2,True,Medium,16.0,47.16,Medium
33.5,Two-wheeler,Rural,2.0,Moderate,59.0,Remote,False,50.4,False,High,38.0,26.03,Low
39.5,Public Only,Urban,3.0,Moderate,60.0,Remote,False,60.5,True,Medium,24.0,37.93,Medium
0.0,None,Rural,1.0,Low,48.0,Factory,False,29.0,False,High,37.0,42.11,Medium
14.7,Public Only,Urban,3.0,High,65.9,Fieldwork,True,60.0,False,Medium,14.0,47.74,Medium
72.3,Car,Urban,1.0,Low,53.6,Fieldwork,False,27.4,False,Medium,31.0,61.0,Medium
77.9,None,Semi-Urban,1.0,Moderate,59.3,Office,True,92.1,False,High,31.0,41.56,Medium
40.0,None,Urban,2.0,Low,52.7,Fieldwork,False,47.9,False,Low,21.0,53.49,Medium
56.5,Public Only,Urban,1.0,High,48.0,Remote,True,53.6,False,,22.0,45.05,Medium
,Two-wheeler,Urban,3.0,Low,56.9,Remote,False,85.4,False,Medium,21.0,52.81,Medium
106.6,,Semi-Urban,1.0,Moderate,77.8,Fieldwork,False,34.5,False,Medium,33.0,45.23,Medium
,Two-wheeler,Urban,2.0,High,52.9,Office,True,49.8,False,Medium,33.0,44.49,Medium
42.4,Public Only,Semi-Urban,1.0,,58.1,Factory,True,21.8,False,Medium,36.0,49.47,Medium
25.9,Public Only,Semi-Urban,1.0,Low,56.0,Fieldwork,False,30.6,False,Medium,31.0,39.43,Medium
12.9,Two-wheeler,Semi-Urban,3.0,Low,50.4,Office,False,21.5,False,Medium,16.0,36.22,Medium
49.1,,Rural,4.0,Moderate,78.4,Office,False,66.0,False,Medium,30.0,40.7,Medium
29.9,,Urban,2.0,Moderate,39.6,Office,False,61.4,True,Medium,16.0,39.25,Medium
16.6,Public Only,Urban,3.0,Moderate,58.7,Factory,True,41.3,False,Medium,,44.87,Medium
32.1,Public Only,Urban,3.0,Low,47.3,Factory,False,39.9,False,Medium,36.0,65.4,Medium
23.4,,Urban,2.0,Moderate,68.5,,False,69.4,True,High,37.0,41.82,Medium
78.7,Two-wheeler,Semi-Urban,2.0,High,62.0,Office,True,49.9,False,High,26.0,40.82,Medium
62.6,Public Only,Urban,3.0,High,77.7,Factory,False,32.7,False,Low,37.0,57.68,Medium
44.8,Two-wheeler,Urban,2.0,Moderate,71.0,Office,False,71.5,False,Low,12.0,41.19,Medium
74.6,None,Semi-Urban,1.0,High,61.2,Fieldwork,True,47.2,False,Low,4.0,43.28,Medium
,Two-wheeler,Semi-Urban,6.0,High,71.2,Office,False,63.5,False,Low,,56.78,Medium
27.8,Two-wheeler,Semi-Urban,2.0,Moderate,72.5,Fieldwork,False,51.4,False,Medium,33.0,35.67,Medium
,Car,Rural,2.0,Low,46.3,Fieldwork,True,91.6,False,Low,37.0,80.39,High
55.8,Car,Semi-Urban,1.0,High,71.6,Factory,False,45.9,False,High,23.0,45.09,Medium
24.3,Public Only,Semi-Urban,0.0,High,64.5,Factory,False,9.8,False,Medium,32.0,27.76,Low
41.2,Car,Urban,2.0,Low,67.3,Office,False,45.4,True,,19.0,50.67,Medium
27.5,Car,Rural,2.0,High,53.9,Fieldwork,True,55.3,True,Medium,20.0,37.76,Medium
17.3,Car,Semi-Urban,2.0,Moderate,47.2,Fieldwork,False,59.2,False,Medium,7.0,46.97,Medium
63.5,Two-wheeler,Urban,2.0,Moderate,44.5,Remote,True,66.2,False,High,32.0,56.95,Medium
83.2,Two-wheeler,Urban,1.0,Moderate,8.9,Fieldwork,False,38.4,False,High,7.0,49.78,Medium
17.0,Car,Semi-Urban,7.0,Moderate,49.4,Factory,False,81.3,False,Medium,40.0,81.21,High
56.3,None,Rural,4.0,Moderate,96.6,Factory,False,69.3,True,Medium,6.0,42.16,Medium
32.0,Car,Urban,3.0,Moderate,72.3,Fieldwork,True,52.6,True,Medium,32.0,54.01,Medium
35.3,None,Urban,4.0,Moderate,64.8,Fieldwork,True,36.1,False,Medium,9.0,50.51,Medium
33.2,Two-wheeler,Rural,2.0,Moderate,74.4,Office,True,88.6,False,Medium,26.0,32.72,Medium
,None,Rural,2.0,Moderate,56.1,Remote,False,64.6,True,Low,27.0,27.49,Low
46.0,Two-wheeler,Urban,0.0,Low,54.1,Remote,False,40.2,True,Medium,18.0,29.13,Low
28.4,None,Urban,5.0,High,55.6,Office,True,78.0,False,,24.0,53.73,Medium
50.4,Two-wheeler,Semi-Urban,1.0,Moderate,49.0,Office,False,54.4,False,Medium,35.0,37.39,Medium
,Two-wheeler,Urban,3.0,Moderate,50.2,,True,80.2,False,High,24.0,47.62,Medium
,Car,Rural,3.0,Moderate,59.8,Remote,True,33.1,False,High,20.0,41.79,Medium
26.8,Public Only,Urban,1.0,High,61.0,Office,True,46.0,False,Medium,16.0,29.82,Low
33.5,Public Only,Urban,0.0,Low,79.9,Fieldwork,False,77.6,False,Medium,19.0,43.08,Medium
60.1,Two-wheeler,Urban,,Low,75.4,Fieldwork,False,36.6,True,Low,9.0,46.04,Medium
55.0,Car,Urban,0.0,High,37.7,Factory,False,44.9,True,Low,17.0,52.77,Medium
25.4,,Urban,2.0,Moderate,55.6,,False,0.0,False,Medium,10.0,28.51,Low
47.0,Public Only,Urban,0.0,Low,43.4,Remote,True,58.2,True,Medium,3.0,39.98,Medium
60.0,Car,Semi-Urban,0.0,Moderate,20.9,Remote,False,73.1,False,Medium,40.0,48.87,Medium
11.6,Car,Urban,3.0,Moderate,61.3,Remote,True,31.6,False,Low,18.0,49.68,Medium
55.9,Public Only,Rural,2.0,Moderate,68.7,,False,59.0,True,Medium,11.0,20.77,Low
31.7,Public Only,Urban,2.0,Moderate,61.1,Fieldwork,False,39.2,True,Medium,27.0,35.31,Medium
56.4,None,Semi-Urban,2.0,High,66.6,,True,19.8,False,Low,4.0,44.49,Medium
29.7,None,Urban,3.0,,55.0,Factory,False,43.5,False,Low,35.0,51.48,Medium
8.9,Two-wheeler,Urban,,,44.6,Remote,False,38.5,False,Medium,2.0,28.59,Low
12.4,Public Only,Semi-Urban,2.0,Moderate,54.5,Factory,False,52.5,False,,10.0,30.64,Medium
46.0,Car,Semi-Urban,0.0,Moderate,80.5,Fieldwork,False,43.9,False,Low,20.0,41.04,Medium
50.2,,Semi-Urban,,Moderate,65.6,Office,False,76.7,False,Medium,31.0,36.64,Medium
,Public Only,Semi-Urban,5.0,Moderate,37.2,Fieldwork,False,38.8,True,Low,37.0,58.44,Medium
57.8,Two-wheeler,Semi-Urban,2.0,Moderate,62.0,Fieldwork,False,47.4,False,Medium,17.0,38.16,Medium
11.8,Car,Urban,1.0,Moderate,79.1,Office,False,54.8,False,High,27.0,33.54,Medium
,Public Only,Rural,1.0,Moderate,71.4,Office,True,49.0,True,Medium,,17.53,Low
20.8,Public Only,Semi-Urban,0.0,High,79.3,Fieldwork,True,39.3,False,High,18.0,27.32,Low
32.0,Two-wheeler,Rural,2.0,Low,37.7,Fieldwork,True,51.0,True,High,20.0,47.43,Medium
45.9,,Rural,1.0,Moderate,61.9,Factory,False,60.5,True,Medium,5.0,26.82,Low
,Car,Urban,1.0,Moderate,54.8,Remote,False,68.0,False,Medium,38.0,42.78,Medium
37.3,None,Urban,4.0,Low,68.9,Office,True,7.6,True,Low,19.0,54.43,Medium
