student_id,age,gender,ethnicity,major,gpa_current,gpa_history,attendance_rate,enrollment_gap_months,credits_completed,financial_aid_status,academic_warning_count,advisor_meeting_count,advising_notes,counseling_notes,gpa_by_semester,attendance_by_semester,dropout_risk,next_semester_dropout,dropout_type,dropout_duration,dropout_cause
S1119,24,Other,Black,Psychology,1.64,1.44,0.62,3,47,False,3,2,Student discussed academic goals and current challenges.,,"[2.89, 2.54, 2.57, 2.85]","[0.85, 0.85, 0.59, 0.75]",True,True,Permanent,0,Other
S1120,20,Female,Asian,Business,2.87,2.58,0.51,2,67,True,0,4,Student discussed academic goals and current challenges.,,"[2.34, 1.86, 3.23, 2.02]","[0.7, 0.95, 0.6, 0.75]",False,False,None,0,None
S1121,22,Female,Black,Psychology,3.44,3.13,0.93,0,22,True,0,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.05, 3.29, 3.7, 3.33]","[0.85, 0.88, 0.73, 0.94]",False,False,None,0,None
S1122,26,Male,Hispanic,Computer Science,2.71,2.54,0.9,3,48,True,2,1,Student discussed academic goals and current challenges.,,"[2.51, 2.71, 1.53, 2.52]","[0.82, 0.51, 0.64, 0.6]",False,False,None,0,None
S1123,25,Male,Other,Computer Science,3.69,3.5,0.77,1,98,False,3,0,Student discussed academic goals and current challenges.,,"[3.95, 2.63, 2.78, 3.97]","[0.62, 0.97, 0.52, 0.72]",False,False,None,0,None
S1124,20,Female,Asian,Psychology,2.38,2.19,0.53,3,23,True,3,3,Student discussed academic goals and current challenges.,,"[1.61, 2.37, 3.82, 2.45]","[0.92, 0.92, 0.69, 0.82]",False,False,None,0,None
S1125,19,Female,Asian,Business,3.43,3.16,0.53,0,77,True,3,4,Student discussed academic goals and current challenges.,,"[2.38, 3.19, 3.4, 1.54]","[0.6, 0.86, 0.69, 0.83]",False,False,None,0,None
S1126,29,Other,Other,Electrical Engineering,2.48,2.4,0.63,0,40,False,1,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.63, 2.85, 3.4, 2.27]","[0.71, 0.86, 0.69, 0.79]",False,False,None,0,None
S1127,26,Male,White,Biology,2.1,1.99,0.71,1,29,False,2,0,Student discussed academic goals and current challenges.,,"[2.96, 1.83, 2.61, 2.63]","[0.98, 0.72, 0.77, 0.77]",False,False,None,0,None
S1128,20,Other,Black,Psychology,3.85,3.53,0.66,2,115,False,0,1,Student discussed academic goals and current challenges.,,"[2.2, 3.14, 3.56, 1.66]","[0.89, 0.91, 0.73, 0.99]",False,False,None,0,None
S1129,25,Other,Other,Biology,1.72,1.37,0.68,1,27,True,0,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.58, 3.7, 2.11, 2.89]","[0.52, 0.83, 0.66, 0.95]",False,False,None,0,None
S1130,28,Other,White,Computer Science,2.79,2.42,0.72,2,37,False,3,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.53, 3.27, 3.92, 3.57]","[0.95, 0.97, 0.9, 0.84]",False,False,None,0,None
S1131,20,Female,White,Business,3.99,3.87,0.52,2,32,True,2,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.73, 3.62, 2.52, 1.53]","[0.54, 0.66, 0.51, 0.51]",False,False,None,0,None
S1132,25,Other,Hispanic,Computer Science,3.06,2.68,0.52,0,77,True,2,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.66, 2.97, 2.95, 3.98]","[0.88, 0.72, 0.85, 0.69]",False,False,None,0,None
S1133,21,Male,Asian,Biology,2.92,2.49,0.69,0,74,False,0,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.67, 2.61, 2.74, 3.65]","[0.73, 0.97, 0.75, 0.97]",False,False,None,0,None
S1134,19,Female,Black,Business,2.41,1.98,0.56,0,40,False,0,0,Student discussed academic goals and current challenges.,,"[3.11, 3.94, 1.67, 2.89]","[0.87, 0.91, 0.71, 0.6]",False,False,None,0,None
S1135,23,Other,Other,Computer Science,2.64,2.31,0.92,3,69,False,1,0,Student discussed academic goals and current challenges.,,"[3.02, 3.25, 3.6, 3.51]","[0.98, 0.77, 0.74, 0.7]",True,False,Temporary,1,Academic
S1136,19,Female,Hispanic,Psychology,2.93,2.79,0.96,0,94,False,3,2,Student discussed academic goals and current challenges.,,"[1.63, 1.58, 2.56, 1.71]","[0.8, 0.94, 0.94, 0.83]",False,False,None,0,None
S1137,24,Female,Black,Biology,2.75,2.26,0.84,0,72,True,3,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.99, 1.58, 3.74, 3.06]","[0.99, 0.73, 0.92, 0.53]",False,False,None,0,None
S1138,21,Female,Other,Psychology,2.37,2.15,0.7,0,83,False,1,4,Student discussed academic goals and current challenges.,,"[1.71, 2.46, 1.68, 2.03]","[0.61, 0.73, 0.63, 0.55]",False,False,None,0,None
S1139,21,Male,Hispanic,Biology,2.6,2.34,0.99,0,59,False,3,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.2, 3.5, 2.32, 2.25]","[0.62, 0.56, 0.63, 0.68]",True,False,Temporary,1,Mental Health
S1140,21,Female,White,Computer Science,2.03,1.63,0.57,3,107,True,3,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.71, 2.26, 2.91, 3.51]","[0.57, 0.79, 0.75, 0.57]",False,False,None,0,None
S1141,20,Male,Black,Psychology,1.51,1.42,0.94,0,114,True,1,0,Student discussed academic goals and current challenges.,,"[3.29, 2.2, 2.41, 1.98]","[0.67, 0.77, 1.0, 0.83]",True,True,Transfer,2,Mental Health
S1142,24,Male,Hispanic,Computer Science,3.6,3.11,0.94,1,109,True,0,1,Student discussed academic goals and current challenges.,,"[2.68, 3.14, 2.9, 3.22]","[0.83, 0.56, 0.9, 0.56]",False,False,None,0,None
S1143,24,Male,White,Biology,2.63,2.25,0.56,2,100,True,0,5,Student discussed academic goals and current challenges.,,"[2.92, 2.95, 2.72, 3.11]","[0.61, 0.78, 0.69, 0.83]",False,False,None,0,None
S1144,23,Other,Hispanic,Business,1.83,1.4,0.58,0,47,True,0,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.56, 2.21, 3.82, 3.92]","[0.79, 0.57, 0.69, 0.9]",True,True,Transfer,3,Other
S1145,28,Other,White,Computer Science,2.34,1.98,0.79,2,81,False,0,0,Student discussed academic goals and current challenges.,,"[2.13, 2.8, 2.8, 2.97]","[0.88, 0.81, 0.8, 0.53]",True,True,Permanent,0,Academic
S1146,21,Female,White,Business,3.38,3.3,0.73,2,36,False,1,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.87, 3.86, 3.02, 3.81]","[0.89, 0.79, 0.5, 0.89]",False,False,None,0,None
S1147,24,Male,Other,Computer Science,2.72,2.51,0.8,2,115,False,0,5,Student discussed academic goals and current challenges.,,"[3.57, 1.93, 1.58, 2.01]","[0.67, 0.76, 0.81, 0.96]",True,False,Permanent,0,Financial
S1148,27,Male,Asian,Electrical Engineering,3.43,3.37,0.81,3,52,True,3,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.6, 1.9, 1.56, 2.62]","[0.62, 0.52, 0.86, 0.56]",True,True,Transfer,1,Academic
S1149,25,Male,Hispanic,Psychology,2.2,2.11,0.69,0,81,True,2,2,Student discussed academic goals and current challenges.,,"[3.13, 2.03, 2.89, 3.64]","[0.92, 0.96, 0.68, 0.66]",False,False,None,0,None
S1150,20,Female,Other,Biology,2.81,2.42,0.62,0,107,True,0,2,Student discussed academic goals and current challenges.,,"[2.23, 1.6, 3.09, 2.99]","[0.83, 0.6, 0.65, 0.81]",False,False,None,0,None
S1151,22,Female,Black,Psychology,3.71,3.34,0.64,0,55,False,0,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.2, 2.86, 2.37, 2.59]","[0.9, 0.64, 0.57, 0.66]",False,False,None,0,None
S1152,29,Female,White,Biology,2.15,1.98,0.92,1,91,False,3,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.82, 1.65, 1.73, 1.91]","[0.8, 0.58, 0.98, 0.72]",False,False,None,0,None
S1153,19,Female,Hispanic,Psychology,1.97,1.97,0.53,0,45,False,3,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.94, 2.24, 1.79, 3.85]","[0.89, 0.73, 0.93, 0.62]",False,False,None,0,None
S1154,19,Female,Asian,Computer Science,3.64,3.46,0.88,1,106,False,2,0,Student discussed academic goals and current challenges.,,"[2.6, 3.32, 3.85, 3.01]","[0.93, 0.91, 0.59, 0.74]",False,False,None,0,None
S1155,21,Female,Other,Biology,2.22,1.97,0.65,1,98,False,0,4,Student discussed academic goals and current challenges.,,"[2.96, 2.48, 2.39, 1.61]","[0.61, 0.51, 0.79, 0.55]",False,False,None,0,None
S1156,20,Male,Hispanic,Biology,2.92,2.59,0.95,0,29,True,3,0,Student discussed academic goals and current challenges.,,"[1.71, 2.13, 3.45, 1.75]","[0.54, 0.68, 0.55, 0.79]",False,False,None,0,None
S1157,22,Female,Other,Electrical Engineering,1.67,1.37,0.87,1,70,False,2,3,Student discussed academic goals and current challenges.,,"[2.06, 3.68, 3.47, 3.37]","[0.78, 0.62, 0.71, 0.9]",False,False,None,0,None
S1158,24,Female,Asian,Biology,3.92,3.7,0.67,1,108,False,0,5,Student discussed academic goals and current challenges.,,"[2.07, 3.03, 2.13, 2.94]","[0.68, 0.91, 0.91, 0.74]",True,False,Permanent,0,Financial
S1159,25,Female,White,Business,1.9,1.87,0.78,2,36,False,0,5,Student discussed academic goals and current challenges.,,"[3.78, 2.91, 1.96, 1.85]","[0.79, 0.88, 0.89, 0.64]",False,False,None,0,None
S1160,25,Other,Other,Computer Science,3.83,3.77,0.97,0,42,True,1,1,Student discussed academic goals and current challenges.,,"[3.84, 2.28, 2.12, 3.14]","[0.81, 0.67, 0.96, 0.92]",False,False,None,0,None
S1161,24,Male,White,Computer Science,2.54,2.48,0.81,0,54,True,2,2,Student discussed academic goals and current challenges.,,"[2.08, 3.2, 3.85, 1.62]","[0.66, 0.72, 0.95, 0.98]",False,False,None,0,None
S1162,20,Female,Other,Electrical Engineering,2.39,2.18,0.84,3,56,False,2,5,Student discussed academic goals and current challenges.,,"[1.95, 1.89, 3.57, 1.6]","[0.71, 0.58, 0.94, 0.78]",False,False,None,0,None
S1163,23,Male,White,Business,2.29,1.81,0.63,2,85,False,2,3,Student discussed academic goals and current challenges.,,"[3.79, 3.09, 3.07, 2.51]","[0.88, 0.77, 0.84, 0.71]",False,False,None,0,None
S1164,29,Female,Black,Biology,2.61,2.16,0.83,3,25,False,1,4,Student discussed academic goals and current challenges.,,"[2.58, 2.45, 3.79, 2.13]","[0.92, 0.74, 0.76, 0.65]",True,True,Transfer,2,Mental Health
S1165,25,Male,Other,Computer Science,1.6,1.46,0.5,0,115,False,2,3,Student discussed academic goals and current challenges.,,"[2.08, 2.03, 3.64, 3.55]","[0.72, 0.57, 0.69, 0.81]",False,False,None,0,None
S1166,28,Female,Asian,Business,3.45,2.95,0.6,3,116,False,0,2,Student discussed academic goals and current challenges.,,"[3.85, 1.95, 3.06, 2.06]","[0.65, 0.77, 0.71, 0.58]",False,False,None,0,None
S1167,25,Female,Hispanic,Electrical Engineering,2.55,2.17,0.95,0,77,False,2,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.63, 1.9, 2.34, 1.69]","[0.62, 0.92, 0.97, 0.65]",True,True,Temporary,1,Academic
S1168,19,Other,White,Biology,3.82,3.61,0.53,0,35,True,2,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.64, 3.33, 3.87, 3.45]","[0.66, 0.62, 0.85, 0.68]",False,False,None,0,None
S1169,21,Male,Black,Biology,3.93,3.66,0.64,0,98,True,3,5,Student discussed academic goals and current challenges.,,"[1.99, 1.73, 2.53, 1.91]","[0.61, 0.66, 0.63, 0.54]",True,True,Permanent,0,Mental Health
S1170,27,Other,Black,Psychology,1.74,1.51,0.67,1,49,True,3,5,Student discussed academic goals and current challenges.,,"[3.38, 1.63, 2.73, 2.61]","[0.67, 0.7, 0.76, 0.58]",False,False,None,0,None
S1171,27,Female,Black,Biology,2.02,1.87,0.96,2,39,True,1,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.52, 1.81, 1.93, 3.57]","[0.79, 0.67, 0.9, 0.62]",False,False,None,0,None
S1172,23,Female,Black,Business,2.15,1.71,0.95,1,92,True,2,2,Student discussed academic goals and current challenges.,,"[3.12, 3.69, 3.48, 1.85]","[0.77, 0.55, 0.52, 0.83]",False,False,None,0,None
S1173,28,Female,Hispanic,Business,2.4,2.06,0.64,0,96,False,0,1,Student discussed academic goals and current challenges.,,"[2.76, 1.79, 1.92, 2.38]","[0.88, 0.75, 0.82, 0.99]",False,False,None,0,None
S1174,19,Female,Black,Electrical Engineering,2.59,2.37,0.81,0,115,False,3,5,Student discussed academic goals and current challenges.,,"[1.56, 2.57, 2.2, 1.82]","[0.55, 0.8, 0.76, 0.63]",True,True,Transfer,1,Other
S1175,18,Female,Other,Computer Science,2.73,2.63,0.83,2,90,False,1,3,Student discussed academic goals and current challenges.,,"[1.76, 1.81, 3.95, 3.18]","[0.92, 0.66, 0.84, 0.8]",False,False,None,0,None
S1176,19,Male,White,Computer Science,3.41,3.41,0.5,1,57,False,0,4,Student discussed academic goals and current challenges.,,"[2.66, 3.86, 2.31, 3.15]","[0.83, 0.63, 0.83, 0.61]",True,False,Temporary,1,Other
S1177,21,Male,Black,Psychology,3.25,3.19,1.0,0,108,False,3,0,Student discussed academic goals and current challenges.,,"[2.66, 1.53, 1.7, 2.15]","[0.51, 0.82, 0.71, 0.77]",False,False,None,0,None
S1178,25,Female,Asian,Psychology,2.73,2.41,0.9,0,48,True,3,4,Student discussed academic goals and current challenges.,,"[2.94, 2.91, 2.75, 1.67]","[0.54, 0.8, 0.67, 0.96]",True,False,Permanent,0,Financial
S1179,29,Male,White,Computer Science,1.88,1.45,1.0,3,97,True,3,4,Student discussed academic goals and current challenges.,,"[3.75, 3.48, 3.19, 3.2]","[0.97, 0.65, 0.5, 0.64]",False,False,None,0,None
S1180,28,Male,Black,Computer Science,3.81,3.65,0.56,3,89,False,3,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.16, 2.89, 2.36, 1.84]","[0.55, 0.92, 0.96, 0.82]",False,False,None,0,None
S1181,28,Other,Black,Psychology,2.51,2.15,0.89,0,116,True,2,2,Student discussed academic goals and current challenges.,,"[2.39, 2.14, 1.53, 2.85]","[0.93, 0.98, 0.78, 0.76]",True,True,Permanent,0,Financial
S1182,23,Male,Other,Biology,3.53,3.34,0.83,2,110,True,3,0,Student discussed academic goals and current challenges.,,"[2.29, 1.74, 1.94, 3.97]","[0.72, 0.77, 0.94, 1.0]",True,True,Permanent,0,Academic
S1183,20,Male,Black,Psychology,3.53,3.37,0.65,0,85,True,3,5,Student discussed academic goals and current challenges.,,"[2.98, 3.24, 2.41, 3.35]","[0.83, 0.56, 0.79, 0.63]",False,False,None,0,None
S1184,24,Male,Asian,Psychology,3.68,3.43,0.87,2,62,True,0,3,Student discussed academic goals and current challenges.,,"[3.42, 2.27, 2.73, 3.49]","[0.62, 0.61, 0.78, 0.76]",True,True,Temporary,3,Financial
S1185,27,Female,Hispanic,Computer Science,2.25,2.11,0.89,0,58,True,3,5,Student discussed academic goals and current challenges.,,"[1.62, 2.24, 3.83, 2.81]","[0.64, 0.7, 0.8, 0.83]",True,True,Transfer,1,Academic
S1186,20,Other,White,Computer Science,3.52,3.23,0.87,0,80,False,0,3,Student discussed academic goals and current challenges.,,"[3.25, 2.89, 2.4, 3.78]","[0.51, 0.66, 0.53, 0.88]",False,False,None,0,None
S1187,23,Other,Other,Computer Science,2.26,1.78,0.81,0,26,False,1,2,Student discussed academic goals and current challenges.,,"[2.43, 2.88, 3.48, 2.29]","[0.79, 0.67, 0.91, 0.73]",False,False,None,0,None
S1188,18,Other,Hispanic,Business,2.76,2.68,0.83,0,86,False,1,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.85, 3.68, 2.63, 3.96]","[0.5, 0.81, 0.81, 0.73]",True,False,Permanent,0,Financial
S1189,27,Other,Asian,Biology,1.65,1.24,0.97,3,100,False,0,0,Student discussed academic goals and current challenges.,,"[1.95, 2.16, 2.81, 1.78]","[0.93, 0.65, 0.58, 0.84]",False,False,None,0,None
S1190,21,Male,White,Biology,3.34,3.24,0.53,0,90,False,1,0,Student discussed academic goals and current challenges.,,"[1.75, 1.79, 2.14, 2.24]","[0.76, 0.84, 0.8, 0.57]",False,False,None,0,None
S1191,29,Other,Hispanic,Psychology,2.24,2.17,0.58,0,50,False,0,0,Student discussed academic goals and current challenges.,,"[2.81, 2.3, 2.67, 2.76]","[0.6, 0.66, 0.9, 0.96]",False,False,None,0,None
S1192,21,Male,Hispanic,Computer Science,3.46,3.32,0.97,0,77,False,2,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.94, 3.31, 1.6, 2.51]","[0.76, 0.79, 0.97, 0.84]",True,True,Temporary,1,Mental Health
S1193,27,Female,Other,Psychology,3.52,3.04,0.51,0,40,False,2,4,Student discussed academic goals and current challenges.,,"[2.2, 1.83, 2.6, 3.11]","[0.69, 0.53, 0.8, 0.95]",False,False,None,0,None
S1194,29,Female,Asian,Electrical Engineering,3.38,2.93,0.92,0,30,False,2,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.16, 2.76, 1.67, 2.05]","[0.97, 0.73, 0.72, 0.51]",False,False,None,0,None
S1195,28,Male,White,Business,3.89,3.62,0.8,1,70,True,0,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.55, 3.55, 3.56, 3.47]","[0.64, 0.92, 0.77, 0.69]",False,False,None,0,None
S1196,24,Female,Hispanic,Psychology,2.6,2.52,0.59,1,48,True,2,5,Student discussed academic goals and current challenges.,,"[2.46, 3.64, 3.88, 3.71]","[0.64, 0.6, 0.74, 0.5]",True,False,Permanent,0,Mental Health
S1197,20,Male,Hispanic,Computer Science,1.68,1.39,0.78,0,79,False,0,4,Student discussed academic goals and current challenges.,,"[1.62, 1.75, 1.61, 1.96]","[0.77, 0.82, 0.52, 0.97]",False,False,None,0,None
S1198,25,Male,Other,Business,2.24,2.2,0.58,0,79,False,1,5,Student discussed academic goals and current challenges.,,"[2.11, 2.4, 3.97, 3.21]","[0.97, 0.57, 0.69, 0.78]",True,False,Permanent,0,Other
S1199,19,Other,Hispanic,Electrical Engineering,3.18,3.1,0.53,0,51,True,0,3,Student discussed academic goals and current challenges.,,"[2.95, 1.56, 3.97, 1.6]","[0.98, 0.77, 0.98, 0.56]",False,False,None,0,None
S1200,22,Male,White,Biology,1.74,1.65,0.9,0,93,True,0,1,Student discussed academic goals and current challenges.,,"[2.33, 3.45, 2.59, 3.07]","[0.82, 0.92, 0.66, 0.84]",True,False,Temporary,2,Academic
S1201,23,Other,Hispanic,Business,3.33,3.09,0.82,0,105,True,3,5,Student discussed academic goals and current challenges.,,"[1.99, 3.53, 2.18, 3.33]","[0.69, 0.76, 0.53, 0.59]",False,False,None,0,None
S1202,22,Male,Asian,Electrical Engineering,3.23,3.16,0.71,3,96,False,2,3,Student discussed academic goals and current challenges.,,"[3.99, 1.84, 3.19, 2.49]","[0.57, 0.58, 0.97, 0.94]",False,False,None,0,None
S1203,25,Female,Asian,Electrical Engineering,1.82,1.62,0.68,0,83,True,2,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.55, 2.39, 2.98, 2.94]","[0.58, 0.74, 0.78, 0.79]",False,False,None,0,None
S1204,19,Female,White,Psychology,1.67,1.26,0.63,0,67,False,2,5,Student discussed academic goals and current challenges.,,"[2.33, 3.36, 2.53, 1.99]","[0.76, 0.57, 0.72, 0.66]",True,True,Permanent,0,Mental Health
S1205,23,Female,Hispanic,Computer Science,2.55,2.25,0.76,0,77,False,0,5,Student discussed academic goals and current challenges.,,"[3.77, 2.11, 1.73, 2.3]","[0.55, 0.56, 0.79, 0.53]",False,False,None,0,None
S1206,20,Female,White,Business,3.06,2.78,0.7,2,54,False,0,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.19, 2.74, 1.8, 2.97]","[0.66, 0.81, 0.9, 0.81]",True,False,Permanent,0,Other
S1207,23,Other,Asian,Business,3.78,3.49,0.59,0,99,False,3,1,Student discussed academic goals and current challenges.,,"[2.27, 2.89, 2.97, 2.57]","[0.81, 0.54, 0.54, 0.59]",False,False,None,0,None
